"BehaviorSpace results (NetLogo 6.1.0)"
"diffusion-model-7.nlogo"
"social-influence-experiment"
"08/04/2019 23:24:04:269 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","network-density","num-agents","network-type","social-influence","broadcast-influence","fraction-influencers","influencers-weight","[step]","count turtles with [ adopted > 0 ]","count turtles with [ adopted = 1 ]","count influencers with [ adopted > 0 ]","count influencers with [ adopted = 1 ]","count followers with [ adopted > 0 ]","count followers with [ adopted = 1 ]"
"74","0.1","300","random","70","10","0.1","0.7","6","253","156","21","8","232","148"
"73","0.1","300","random","70","10","0.1","0.7","4","220","144","18","10","202","134"
"69","0.1","300","random","60","10","0.1","0.7","9","297","210","29","13","268","197"
"71","0.1","300","random","70","10","0.1","0.7","14","299","205","29","17","270","188"
"72","0.1","300","random","70","10","0.1","0.7","11","299","199","30","16","269","183"
"67","0.1","300","random","60","10","0.1","0.7","18","299","200","30","20","269","180"
"70","0.1","300","random","60","10","0.1","0.7","14","299","207","30","20","269","187"
"73","0.1","300","random","70","10","0.1","0.7","5","247","171","22","14","225","157"
"75","0.1","300","random","70","10","0.1","0.7","3","175","109","13","6","162","103"
"74","0.1","300","random","70","10","0.1","0.7","7","272","174","24","11","248","163"
"69","0.1","300","random","60","10","0.1","0.7","10","298","211","29","13","269","198"
"71","0.1","300","random","70","10","0.1","0.7","15","299","205","29","17","270","188"
"72","0.1","300","random","70","10","0.1","0.7","12","299","199","30","16","269","183"
"70","0.1","300","random","60","10","0.1","0.7","15","300","208","30","20","270","188"
"73","0.1","300","random","70","10","0.1","0.7","6","276","199","26","17","250","182"
"67","0.1","300","random","60","10","0.1","0.7","19","299","200","30","20","269","180"
"69","0.1","300","random","60","10","0.1","0.7","11","298","211","29","13","269","198"
"75","0.1","300","random","70","10","0.1","0.7","4","226","154","19","11","207","143"
"72","0.1","300","random","70","10","0.1","0.7","13","300","199","30","16","270","183"
"73","0.1","300","random","70","10","0.1","0.7","7","289","211","28","19","261","192"
"74","0.1","300","random","70","10","0.1","0.7","8","283","184","25","12","258","172"
"71","0.1","300","random","70","10","0.1","0.7","16","299","205","29","17","270","188"
"76","0.1","300","random","70","10","0.1","0.7","0","0","0","0","0","0","0"
"67","0.1","300","random","60","10","0.1","0.7","20","299","200","30","20","269","180"
"69","0.1","300","random","60","10","0.1","0.7","12","298","211","29","13","269","198"
"76","0.1","300","random","70","10","0.1","0.7","1","51","20","3","2","48","18"
"77","0.1","300","random","70","10","0.1","0.7","0","0","0","0","0","0","0"
"73","0.1","300","random","70","10","0.1","0.7","8","294","215","28","19","266","196"
"75","0.1","300","random","70","10","0.1","0.7","5","266","187","24","15","242","172"
"74","0.1","300","random","70","10","0.1","0.7","9","289","189","27","14","262","175"
"71","0.1","300","random","70","10","0.1","0.7","17","299","205","29","17","270","188"
"67","0.1","300","random","60","10","0.1","0.7","21","299","200","30","20","269","180"
"76","0.1","300","random","70","10","0.1","0.7","2","107","60","12","5","95","55"
"77","0.1","300","random","70","10","0.1","0.7","1","24","4","2","0","22","4"
"69","0.1","300","random","60","10","0.1","0.7","13","299","212","30","14","269","198"
"73","0.1","300","random","70","10","0.1","0.7","9","296","217","29","20","267","197"
"74","0.1","300","random","70","10","0.1","0.7","10","293","193","28","15","265","178"
"77","0.1","300","random","70","10","0.1","0.7","2","84","39","10","3","74","36"
"71","0.1","300","random","70","10","0.1","0.7","18","299","205","29","17","270","188"
"76","0.1","300","random","70","10","0.1","0.7","3","176","111","15","8","161","103"
"67","0.1","300","random","60","10","0.1","0.7","22","300","201","30","20","270","181"
"75","0.1","300","random","70","10","0.1","0.7","6","287","208","26","17","261","191"
"69","0.1","300","random","60","10","0.1","0.7","14","299","212","30","14","269","198"
"73","0.1","300","random","70","10","0.1","0.7","10","296","217","29","20","267","197"
"77","0.1","300","random","70","10","0.1","0.7","3","172","105","19","10","153","95"
"74","0.1","300","random","70","10","0.1","0.7","11","297","196","28","15","269","181"
"78","0.1","300","random","70","10","0.1","0.7","0","0","0","0","0","0","0"
"69","0.1","300","random","60","10","0.1","0.7","15","299","212","30","14","269","198"
"76","0.1","300","random","70","10","0.1","0.7","4","238","165","22","13","216","152"
"78","0.1","300","random","70","10","0.1","0.7","1","33","7","2","0","31","7"
"73","0.1","300","random","70","10","0.1","0.7","11","298","219","29","20","269","199"
"77","0.1","300","random","70","10","0.1","0.7","4","236","159","22","13","214","146"
"75","0.1","300","random","70","10","0.1","0.7","7","295","215","28","18","267","197"
"71","0.1","300","random","70","10","0.1","0.7","19","299","205","29","17","270","188"
"74","0.1","300","random","70","10","0.1","0.7","12","298","197","28","15","270","182"
"69","0.1","300","random","60","10","0.1","0.7","16","300","213","30","14","270","199"
"73","0.1","300","random","70","10","0.1","0.7","12","299","219","30","20","269","199"
"77","0.1","300","random","70","10","0.1","0.7","5","274","194","26","16","248","178"
"78","0.1","300","random","70","10","0.1","0.7","2","105","49","10","4","95","45"
"76","0.1","300","random","70","10","0.1","0.7","5","265","191","26","16","239","175"
"71","0.1","300","random","70","10","0.1","0.7","20","299","205","29","17","270","188"
"74","0.1","300","random","70","10","0.1","0.7","13","299","198","29","16","270","182"
"79","0.1","300","random","70","10","0.1","0.7","0","0","0","0","0","0","0"
"73","0.1","300","random","70","10","0.1","0.7","13","299","219","30","20","269","199"
"76","0.1","300","random","70","10","0.1","0.7","6","286","210","27","17","259","193"
"77","0.1","300","random","70","10","0.1","0.7","6","287","205","28","18","259","187"
"79","0.1","300","random","70","10","0.1","0.7","1","43","16","3","0","40","16"
"78","0.1","300","random","70","10","0.1","0.7","3","173","104","15","7","158","97"
"71","0.1","300","random","70","10","0.1","0.7","21","299","205","29","17","270","188"
"74","0.1","300","random","70","10","0.1","0.7","14","299","198","29","16","270","182"
"73","0.1","300","random","70","10","0.1","0.7","14","299","219","30","20","269","199"
"79","0.1","300","random","70","10","0.1","0.7","2","108","57","9","1","99","56"
"76","0.1","300","random","70","10","0.1","0.7","7","291","215","28","18","263","197"
"77","0.1","300","random","70","10","0.1","0.7","7","292","210","28","18","264","192"
"71","0.1","300","random","70","10","0.1","0.7","22","299","205","29","17","270","188"
"78","0.1","300","random","70","10","0.1","0.7","4","238","158","23","12","215","146"
"74","0.1","300","random","70","10","0.1","0.7","15","299","198","29","16","270","182"
"75","0.1","300","random","70","10","0.1","0.7","8","297","217","28","18","269","199"
"79","0.1","300","random","70","10","0.1","0.7","3","189","128","19","8","170","120"
"73","0.1","300","random","70","10","0.1","0.7","15","300","219","30","20","270","199"
"77","0.1","300","random","70","10","0.1","0.7","8","293","211","28","18","265","193"
"76","0.1","300","random","70","10","0.1","0.7","8","294","217","28","18","266","199"
"71","0.1","300","random","70","10","0.1","0.7","23","299","205","29","17","270","188"
"78","0.1","300","random","70","10","0.1","0.7","5","274","191","24","13","250","178"
"74","0.1","300","random","70","10","0.1","0.7","16","300","199","30","17","270","182"
"79","0.1","300","random","70","10","0.1","0.7","4","240","174","23","12","217","162"
"80","0.1","300","random","70","10","0.1","0.7","0","0","0","0","0","0","0"
"75","0.1","300","random","70","10","0.1","0.7","9","298","218","29","19","269","199"
"76","0.1","300","random","70","10","0.1","0.7","9","295","217","28","18","267","199"
"71","0.1","300","random","70","10","0.1","0.7","24","299","205","29","17","270","188"
"80","0.1","300","random","70","10","0.1","0.7","1","49","18","4","2","45","16"
"79","0.1","300","random","70","10","0.1","0.7","5","269","199","25","13","244","186"
"81","0.1","300","random","80","10","0.1","0.7","0","0","0","0","0","0","0"
"75","0.1","300","random","70","10","0.1","0.7","10","298","218","29","19","269","199"
"71","0.1","300","random","70","10","0.1","0.7","25","299","205","29","17","270","188"
"78","0.1","300","random","70","10","0.1","0.7","6","291","207","26","14","265","193"
"80","0.1","300","random","70","10","0.1","0.7","2","108","52","5","2","103","50"
"81","0.1","300","random","80","10","0.1","0.7","1","35","7","2","0","33","7"
"79","0.1","300","random","70","10","0.1","0.7","6","286","215","27","14","259","201"
"76","0.1","300","random","70","10","0.1","0.7","10","298","220","28","18","270","202"
"77","0.1","300","random","70","10","0.1","0.7","9","295","213","28","18","267","195"
"71","0.1","300","random","70","10","0.1","0.7","26","299","205","29","17","270","188"
"80","0.1","300","random","70","10","0.1","0.7","3","170","100","10","5","160","95"
"75","0.1","300","random","70","10","0.1","0.7","11","299","219","29","19","270","200"
"81","0.1","300","random","80","10","0.1","0.7","2","75","33","8","4","67","29"
"78","0.1","300","random","70","10","0.1","0.7","7","295","211","28","16","267","195"
"79","0.1","300","random","70","10","0.1","0.7","7","293","221","27","14","266","207"
"76","0.1","300","random","70","10","0.1","0.7","11","298","220","28","18","270","202"
"77","0.1","300","random","70","10","0.1","0.7","10","296","214","28","18","268","196"
"81","0.1","300","random","80","10","0.1","0.7","3","133","80","14","8","119","72"
"80","0.1","300","random","70","10","0.1","0.7","4","218","138","15","9","203","129"
"71","0.1","300","random","70","10","0.1","0.7","27","299","205","29","17","270","188"
"75","0.1","300","random","70","10","0.1","0.7","12","299","219","29","19","270","200"
"81","0.1","300","random","80","10","0.1","0.7","4","203","138","17","9","186","129"
"79","0.1","300","random","70","10","0.1","0.7","8","297","224","29","15","268","209"
"80","0.1","300","random","70","10","0.1","0.7","5","257","172","21","13","236","159"
"71","0.1","300","random","70","10","0.1","0.7","28","299","205","29","17","270","188"
"75","0.1","300","random","70","10","0.1","0.7","13","300","219","30","19","270","200"
"77","0.1","300","random","70","10","0.1","0.7","11","296","214","28","18","268","196"
"79","0.1","300","random","70","10","0.1","0.7","9","299","225","29","15","270","210"
"81","0.1","300","random","80","10","0.1","0.7","5","248","173","18","10","230","163"
"80","0.1","300","random","70","10","0.1","0.7","6","282","195","27","18","255","177"
"71","0.1","300","random","70","10","0.1","0.7","29","299","205","29","17","270","188"
"82","0.1","300","random","80","10","0.1","0.7","0","0","0","0","0","0","0"
"76","0.1","300","random","70","10","0.1","0.7","12","298","220","28","18","270","202"
"82","0.1","300","random","80","10","0.1","0.7","1","50","18","3","1","47","17"
"79","0.1","300","random","70","10","0.1","0.7","10","299","225","29","15","270","210"
"81","0.1","300","random","80","10","0.1","0.7","6","269","187","20","11","249","176"
"71","0.1","300","random","70","10","0.1","0.7","30","299","205","29","17","270","188"
"80","0.1","300","random","70","10","0.1","0.7","7","294","205","29","19","265","186"
"78","0.1","300","random","70","10","0.1","0.7","8","297","213","28","16","269","197"
"77","0.1","300","random","70","10","0.1","0.7","12","296","214","28","18","268","196"
"82","0.1","300","random","80","10","0.1","0.7","2","119","61","8","2","111","59"
"76","0.1","300","random","70","10","0.1","0.7","13","298","220","28","18","270","202"
"79","0.1","300","random","70","10","0.1","0.7","11","300","226","30","16","270","210"
"71","0.1","300","random","70","10","0.1","0.7","31","299","205","29","17","270","188"
"80","0.1","300","random","70","10","0.1","0.7","8","298","207","30","19","268","188"
"81","0.1","300","random","80","10","0.1","0.7","7","278","193","22","12","256","181"
"82","0.1","300","random","80","10","0.1","0.7","3","174","108","9","3","165","105"
"78","0.1","300","random","70","10","0.1","0.7","9","297","213","28","16","269","197"
"77","0.1","300","random","70","10","0.1","0.7","13","297","215","28","18","269","197"
"76","0.1","300","random","70","10","0.1","0.7","14","299","221","29","19","270","202"
"83","0.1","300","random","80","10","0.1","0.7","0","0","0","0","0","0","0"
"71","0.1","300","random","70","10","0.1","0.7","32","299","205","29","17","270","188"
"80","0.1","300","random","70","10","0.1","0.7","9","300","209","30","19","270","190"
"81","0.1","300","random","80","10","0.1","0.7","8","288","201","25","15","263","186"
"82","0.1","300","random","80","10","0.1","0.7","4","225","152","20","11","205","141"
"83","0.1","300","random","80","10","0.1","0.7","1","39","7","3","0","36","7"
"76","0.1","300","random","70","10","0.1","0.7","15","300","222","30","20","270","202"
"77","0.1","300","random","70","10","0.1","0.7","14","297","215","28","18","269","197"
"71","0.1","300","random","70","10","0.1","0.7","33","299","205","29","17","270","188"
"82","0.1","300","random","80","10","0.1","0.7","5","269","192","24","14","245","178"
"78","0.1","300","random","70","10","0.1","0.7","10","297","213","28","16","269","197"
"83","0.1","300","random","80","10","0.1","0.7","2","100","52","9","4","91","48"
"84","0.1","300","random","80","10","0.1","0.7","0","0","0","0","0","0","0"
"85","0.1","300","random","80","10","0.1","0.7","0","0","0","0","0","0","0"
"71","0.1","300","random","70","10","0.1","0.7","34","299","205","29","17","270","188"
"84","0.1","300","random","80","10","0.1","0.7","1","46","12","4","1","42","11"
"82","0.1","300","random","80","10","0.1","0.7","6","290","211","27","17","263","194"
"83","0.1","300","random","80","10","0.1","0.7","3","161","105","12","7","149","98"
"81","0.1","300","random","80","10","0.1","0.7","9","293","205","28","17","265","188"
"78","0.1","300","random","70","10","0.1","0.7","11","298","214","29","17","269","197"
"85","0.1","300","random","80","10","0.1","0.7","1","30","1","1","0","29","1"
"84","0.1","300","random","80","10","0.1","0.7","2","108","48","8","3","100","45"
"71","0.1","300","random","70","10","0.1","0.7","35","299","205","29","17","270","188"
"83","0.1","300","random","80","10","0.1","0.7","4","226","161","19","13","207","148"
"82","0.1","300","random","80","10","0.1","0.7","7","295","216","28","18","267","198"
"77","0.1","300","random","70","10","0.1","0.7","15","298","215","28","18","270","197"
"81","0.1","300","random","80","10","0.1","0.7","10","296","207","28","17","268","190"
"85","0.1","300","random","80","10","0.1","0.7","2","84","21","6","1","78","20"
"78","0.1","300","random","70","10","0.1","0.7","12","298","214","29","17","269","197"
"84","0.1","300","random","80","10","0.1","0.7","3","171","96","9","4","162","92"
"71","0.1","300","random","70","10","0.1","0.7","36","299","205","29","17","270","188"
"77","0.1","300","random","70","10","0.1","0.7","16","298","215","28","18","270","197"
"82","0.1","300","random","80","10","0.1","0.7","8","298","218","29","19","269","199"
"83","0.1","300","random","80","10","0.1","0.7","5","272","203","23","16","249","187"
"85","0.1","300","random","80","10","0.1","0.7","3","133","54","8","1","125","53"
"81","0.1","300","random","80","10","0.1","0.7","11","296","207","28","17","268","190"
"78","0.1","300","random","70","10","0.1","0.7","13","299","214","30","17","269","197"
"84","0.1","300","random","80","10","0.1","0.7","4","213","135","13","7","200","128"
"85","0.1","300","random","80","10","0.1","0.7","4","193","101","12","4","181","97"
"77","0.1","300","random","70","10","0.1","0.7","17","298","215","28","18","270","197"
"71","0.1","300","random","70","10","0.1","0.7","37","299","205","29","17","270","188"
"81","0.1","300","random","80","10","0.1","0.7","12","298","209","28","17","270","192"
"78","0.1","300","random","70","10","0.1","0.7","14","300","214","30","17","270","197"
"82","0.1","300","random","80","10","0.1","0.7","9","300","219","30","19","270","200"
"83","0.1","300","random","80","10","0.1","0.7","6","289","220","26","19","263","201"
"84","0.1","300","random","80","10","0.1","0.7","5","243","162","15","8","228","154"
"85","0.1","300","random","80","10","0.1","0.7","5","233","131","17","6","216","125"
"77","0.1","300","random","70","10","0.1","0.7","18","298","215","28","18","270","197"
"71","0.1","300","random","70","10","0.1","0.7","38","299","205","29","17","270","188"
"81","0.1","300","random","80","10","0.1","0.7","13","298","209","28","17","270","192"
"86","0.1","300","random","80","10","0.1","0.7","0","0","0","0","0","0","0"
"87","0.1","300","random","80","10","0.1","0.7","0","0","0","0","0","0","0"
"85","0.1","300","random","80","10","0.1","0.7","6","266","161","21","9","245","152"
"84","0.1","300","random","80","10","0.1","0.7","6","269","185","21","14","248","171"
"83","0.1","300","random","80","10","0.1","0.7","7","296","227","29","22","267","205"
"86","0.1","300","random","80","10","0.1","0.7","1","26","4","2","1","24","3"
"77","0.1","300","random","70","10","0.1","0.7","19","298","215","28","18","270","197"
"87","0.1","300","random","80","10","0.1","0.7","1","40","10","4","1","36","9"
"86","0.1","300","random","80","10","0.1","0.7","2","67","24","6","1","61","23"
"81","0.1","300","random","80","10","0.1","0.7","14","298","209","28","17","270","192"
"85","0.1","300","random","80","10","0.1","0.7","7","282","176","23","11","259","165"
"84","0.1","300","random","80","10","0.1","0.7","7","287","201","26","17","261","184"
"71","0.1","300","random","70","10","0.1","0.7","39","300","205","30","17","270","188"
"77","0.1","300","random","70","10","0.1","0.7","20","298","215","28","18","270","197"
"83","0.1","300","random","80","10","0.1","0.7","8","296","227","29","22","267","205"
"86","0.1","300","random","80","10","0.1","0.7","3","138","79","13","5","125","74"
"87","0.1","300","random","80","10","0.1","0.7","2","107","62","11","7","96","55"
"85","0.1","300","random","80","10","0.1","0.7","8","294","188","28","16","266","172"
"81","0.1","300","random","80","10","0.1","0.7","15","298","209","28","17","270","192"
"84","0.1","300","random","80","10","0.1","0.7","8","297","211","28","19","269","192"
"77","0.1","300","random","70","10","0.1","0.7","21","298","215","28","18","270","197"
"83","0.1","300","random","80","10","0.1","0.7","9","296","227","29","22","267","205"
"88","0.1","300","random","80","10","0.1","0.7","0","0","0","0","0","0","0"
"87","0.1","300","random","80","10","0.1","0.7","3","189","127","21","15","168","112"
"86","0.1","300","random","80","10","0.1","0.7","4","211","143","22","11","189","132"
"81","0.1","300","random","80","10","0.1","0.7","16","298","209","28","17","270","192"
"85","0.1","300","random","80","10","0.1","0.7","9","297","191","29","17","268","174"
"88","0.1","300","random","80","10","0.1","0.7","1","42","10","2","0","40","10"
"84","0.1","300","random","80","10","0.1","0.7","9","298","212","29","20","269","192"
"77","0.1","300","random","70","10","0.1","0.7","22","298","215","28","18","270","197"
"87","0.1","300","random","80","10","0.1","0.7","4","250","184","26","19","224","165"
"83","0.1","300","random","80","10","0.1","0.7","10","298","229","29","22","269","207"
"81","0.1","300","random","80","10","0.1","0.7","17","300","209","30","17","270","192"
"88","0.1","300","random","80","10","0.1","0.7","2","90","35","5","1","85","34"
"85","0.1","300","random","80","10","0.1","0.7","10","299","193","30","18","269","175"
"84","0.1","300","random","80","10","0.1","0.7","10","299","213","30","21","269","192"
"77","0.1","300","random","70","10","0.1","0.7","23","298","215","28","18","270","197"
"87","0.1","300","random","80","10","0.1","0.7","5","281","212","28","21","253","191"
"86","0.1","300","random","80","10","0.1","0.7","5","265","194","23","12","242","182"
"88","0.1","300","random","80","10","0.1","0.7","3","145","76","9","4","136","72"
"83","0.1","300","random","80","10","0.1","0.7","11","298","229","29","22","269","207"
"89","0.1","300","random","80","10","0.1","0.7","0","0","0","0","0","0","0"
"85","0.1","300","random","80","10","0.1","0.7","11","300","194","30","18","270","176"
"84","0.1","300","random","80","10","0.1","0.7","11","299","213","30","21","269","192"
"77","0.1","300","random","70","10","0.1","0.7","24","298","215","28","18","270","197"
"87","0.1","300","random","80","10","0.1","0.7","6","292","221","29","22","263","199"
"89","0.1","300","random","80","10","0.1","0.7","1","38","9","3","0","35","9"
"86","0.1","300","random","80","10","0.1","0.7","6","282","209","27","16","255","193"
"88","0.1","300","random","80","10","0.1","0.7","4","203","119","13","6","190","113"
"83","0.1","300","random","80","10","0.1","0.7","12","299","230","29","22","270","208"
"90","0.1","300","random","80","10","0.1","0.7","0","0","0","0","0","0","0"
"89","0.1","300","random","80","10","0.1","0.7","2","93","42","7","2","86","40"
"84","0.1","300","random","80","10","0.1","0.7","12","299","213","30","21","269","192"
"88","0.1","300","random","80","10","0.1","0.7","5","247","156","18","9","229","147"
"77","0.1","300","random","70","10","0.1","0.7","25","300","215","30","18","270","197"
"87","0.1","300","random","80","10","0.1","0.7","7","297","226","29","22","268","204"
"86","0.1","300","random","80","10","0.1","0.7","7","295","222","29","18","266","204"
"89","0.1","300","random","80","10","0.1","0.7","3","151","85","10","4","141","81"
"83","0.1","300","random","80","10","0.1","0.7","13","299","230","29","22","270","208"
"91","0.1","300","random","90","10","0.1","0.7","0","0","0","0","0","0","0"
"84","0.1","300","random","80","10","0.1","0.7","13","299","213","30","21","269","192"
"87","0.1","300","random","80","10","0.1","0.7","8","298","227","29","22","269","205"
"88","0.1","300","random","80","10","0.1","0.7","6","266","171","21","11","245","160"
"89","0.1","300","random","80","10","0.1","0.7","4","197","118","14","6","183","112"
"86","0.1","300","random","80","10","0.1","0.7","8","297","224","29","18","268","206"
"91","0.1","300","random","90","10","0.1","0.7","1","37","11","3","0","34","11"
"84","0.1","300","random","80","10","0.1","0.7","14","299","213","30","21","269","192"
"87","0.1","300","random","80","10","0.1","0.7","9","298","227","29","22","269","205"
"83","0.1","300","random","80","10","0.1","0.7","14","299","230","29","22","270","208"
"90","0.1","300","random","80","10","0.1","0.7","1","38","7","2","0","36","7"
"88","0.1","300","random","80","10","0.1","0.7","7","279","182","23","12","256","170"
"91","0.1","300","random","90","10","0.1","0.7","2","100","60","10","5","90","55"
"89","0.1","300","random","80","10","0.1","0.7","5","236","151","19","9","217","142"
"86","0.1","300","random","80","10","0.1","0.7","9","297","224","29","18","268","206"
"90","0.1","300","random","80","10","0.1","0.7","2","76","31","5","1","71","30"
"87","0.1","300","random","80","10","0.1","0.7","10","299","228","29","22","270","206"
"84","0.1","300","random","80","10","0.1","0.7","15","300","214","30","21","270","193"
"91","0.1","300","random","90","10","0.1","0.7","3","192","136","17","9","175","127"
"83","0.1","300","random","80","10","0.1","0.7","15","300","230","30","22","270","208"
"88","0.1","300","random","80","10","0.1","0.7","8","292","195","27","16","265","179"
"89","0.1","300","random","80","10","0.1","0.7","6","267","175","23","12","244","163"
"86","0.1","300","random","80","10","0.1","0.7","10","297","224","29","18","268","206"
"90","0.1","300","random","80","10","0.1","0.7","3","134","69","13","5","121","64"
"87","0.1","300","random","80","10","0.1","0.7","11","299","228","29","22","270","206"
"91","0.1","300","random","90","10","0.1","0.7","4","259","197","23","14","236","183"
"93","0.1","300","random","90","10","0.1","0.7","0","0","0","0","0","0","0"
"86","0.1","300","random","80","10","0.1","0.7","11","299","226","30","19","269","207"
"89","0.1","300","random","80","10","0.1","0.7","7","288","194","25","13","263","181"
"90","0.1","300","random","80","10","0.1","0.7","4","210","137","20","10","190","127"
"92","0.1","300","random","90","10","0.1","0.7","0","0","0","0","0","0","0"
"87","0.1","300","random","80","10","0.1","0.7","12","299","228","29","22","270","206"
"93","0.1","300","random","90","10","0.1","0.7","1","51","22","5","2","46","20"
"91","0.1","300","random","90","10","0.1","0.7","5","285","220","27","18","258","202"
"88","0.1","300","random","80","10","0.1","0.7","9","296","199","27","16","269","183"
"86","0.1","300","random","80","10","0.1","0.7","12","300","227","30","19","270","208"
"92","0.1","300","random","90","10","0.1","0.7","1","46","13","4","1","42","12"
"90","0.1","300","random","80","10","0.1","0.7","5","265","187","26","15","239","172"
"89","0.1","300","random","80","10","0.1","0.7","8","295","200","28","15","267","185"
"93","0.1","300","random","90","10","0.1","0.7","2","137","82","14","6","123","76"
"87","0.1","300","random","80","10","0.1","0.7","13","299","228","29","22","270","206"
"91","0.1","300","random","90","10","0.1","0.7","6","294","229","28","19","266","210"
"94","0.1","300","random","90","10","0.1","0.7","0","0","0","0","0","0","0"
"92","0.1","300","random","90","10","0.1","0.7","2","111","60","8","2","103","58"
"88","0.1","300","random","80","10","0.1","0.7","10","297","200","28","17","269","183"
"90","0.1","300","random","80","10","0.1","0.7","6","288","210","27","16","261","194"
"93","0.1","300","random","90","10","0.1","0.7","3","221","156","20","11","201","145"
"94","0.1","300","random","90","10","0.1","0.7","1","33","7","2","0","31","7"
"87","0.1","300","random","80","10","0.1","0.7","14","299","228","29","22","270","206"
"89","0.1","300","random","80","10","0.1","0.7","9","298","203","30","17","268","186"
"92","0.1","300","random","90","10","0.1","0.7","3","178","112","13","6","165","106"
"91","0.1","300","random","90","10","0.1","0.7","7","296","231","29","20","267","211"
"90","0.1","300","random","80","10","0.1","0.7","7","296","217","28","17","268","200"
"94","0.1","300","random","90","10","0.1","0.7","2","91","44","6","3","85","41"
"93","0.1","300","random","90","10","0.1","0.7","4","275","207","25","15","250","192"
"88","0.1","300","random","80","10","0.1","0.7","11","298","201","29","18","269","183"
"91","0.1","300","random","90","10","0.1","0.7","8","298","233","29","20","269","213"
"89","0.1","300","random","80","10","0.1","0.7","10","299","204","30","17","269","187"
"94","0.1","300","random","90","10","0.1","0.7","3","141","86","9","5","132","81"
"87","0.1","300","random","80","10","0.1","0.7","15","299","228","29","22","270","206"
"90","0.1","300","random","80","10","0.1","0.7","8","296","217","28","17","268","200"
"92","0.1","300","random","90","10","0.1","0.7","4","241","167","18","10","223","157"
"93","0.1","300","random","90","10","0.1","0.7","5","296","226","29","17","267","209"
"88","0.1","300","random","80","10","0.1","0.7","12","299","202","29","18","270","184"
"94","0.1","300","random","90","10","0.1","0.7","4","192","125","10","5","182","120"
"89","0.1","300","random","80","10","0.1","0.7","11","300","205","30","17","270","188"
"91","0.1","300","random","90","10","0.1","0.7","9","298","233","29","20","269","213"
"90","0.1","300","random","80","10","0.1","0.7","9","298","219","28","17","270","202"
"93","0.1","300","random","90","10","0.1","0.7","6","298","228","29","17","269","211"
"87","0.1","300","random","80","10","0.1","0.7","16","299","228","29","22","270","206"
"92","0.1","300","random","90","10","0.1","0.7","5","273","196","25","16","248","180"
"94","0.1","300","random","90","10","0.1","0.7","5","232","156","11","6","221","150"
"95","0.1","300","random","90","10","0.1","0.7","0","0","0","0","0","0","0"
"91","0.1","300","random","90","10","0.1","0.7","10","299","234","29","20","270","214"
"88","0.1","300","random","80","10","0.1","0.7","13","299","202","29","18","270","184"
"90","0.1","300","random","80","10","0.1","0.7","10","298","219","28","17","270","202"
"93","0.1","300","random","90","10","0.1","0.7","7","299","229","30","18","269","211"
"95","0.1","300","random","90","10","0.1","0.7","1","39","11","5","2","34","9"
"94","0.1","300","random","90","10","0.1","0.7","6","264","184","19","13","245","171"
"91","0.1","300","random","90","10","0.1","0.7","11","299","234","29","20","270","214"
"87","0.1","300","random","80","10","0.1","0.7","17","299","228","29","22","270","206"
"90","0.1","300","random","80","10","0.1","0.7","11","298","219","28","17","270","202"
"88","0.1","300","random","80","10","0.1","0.7","14","300","203","30","19","270","184"
"93","0.1","300","random","90","10","0.1","0.7","8","299","229","30","18","269","211"
"95","0.1","300","random","90","10","0.1","0.7","2","142","96","16","11","126","85"
"94","0.1","300","random","90","10","0.1","0.7","7","284","201","24","15","260","186"
"91","0.1","300","random","90","10","0.1","0.7","12","299","234","29","20","270","214"
"96","0.1","300","random","90","10","0.1","0.7","0","0","0","0","0","0","0"
"90","0.1","300","random","80","10","0.1","0.7","12","298","219","28","17","270","202"
"92","0.1","300","random","90","10","0.1","0.7","6","294","215","27","18","267","197"
"95","0.1","300","random","90","10","0.1","0.7","3","216","163","18","13","198","150"
"87","0.1","300","random","80","10","0.1","0.7","18","299","228","29","22","270","206"
"93","0.1","300","random","90","10","0.1","0.7","9","299","229","30","18","269","211"
"94","0.1","300","random","90","10","0.1","0.7","8","291","208","27","18","264","190"
"96","0.1","300","random","90","10","0.1","0.7","1","53","23","7","3","46","20"
"91","0.1","300","random","90","10","0.1","0.7","13","299","234","29","20","270","214"
"90","0.1","300","random","80","10","0.1","0.7","13","298","219","28","17","270","202"
"95","0.1","300","random","90","10","0.1","0.7","4","260","206","24","19","236","187"
"92","0.1","300","random","90","10","0.1","0.7","7","297","217","28","18","269","199"
"87","0.1","300","random","80","10","0.1","0.7","19","299","228","29","22","270","206"
"93","0.1","300","random","90","10","0.1","0.7","10","299","229","30","18","269","211"
"96","0.1","300","random","90","10","0.1","0.7","2","119","78","13","7","106","71"
"94","0.1","300","random","90","10","0.1","0.7","9","296","212","29","20","267","192"
"91","0.1","300","random","90","10","0.1","0.7","14","299","234","29","20","270","214"
"90","0.1","300","random","80","10","0.1","0.7","14","298","219","28","17","270","202"
"95","0.1","300","random","90","10","0.1","0.7","5","282","228","26","21","256","207"
"87","0.1","300","random","80","10","0.1","0.7","20","300","228","30","22","270","206"
"92","0.1","300","random","90","10","0.1","0.7","8","297","217","28","18","269","199"
"96","0.1","300","random","90","10","0.1","0.7","3","221","172","21","14","200","158"
"93","0.1","300","random","90","10","0.1","0.7","11","300","230","30","18","270","212"
